time	phase	flux	fluxerr			phase	flux		
2460515.140	0.464	1.000064	0.000354			0.464	1.000064		
2460515.150	0.465	0.999807	0.000140			0.465	0.999807		
2460515.160	0.466	1.000125	0.000218			0.466	1.000125		
2460515.170	0.467	0.999985	0.000349			0.467	0.999985		
2460515.180	0.468	1.000210	0.000388			0.468	1.000210		
2460515.190	0.469	1.000263	0.000120			0.469	1.000263		
2460515.200	0.470	1.000036	0.000050			0.47	1.000036		
2460515.210	0.471	1.000151	0.000284			0.471	1.000151		
2460515.220	0.472	0.999825	0.000474			0.472	0.999825		
2460515.230	0.473	1.000341	0.000027			0.473	1.000341		
2460515.240	0.474	1.000337	0.000070			0.474	1.000337		
2460515.250	0.475	1.000383	0.000334			0.475	1.000383		
2460515.260	0.476	1.000459	0.000100			0.476	1.000459		
2460515.270	0.477	1.000206	0.000154			0.477	1.000206		
2460515.280	0.478	1.000290	0.000004			0.478	1.000290		
2460515.290	0.479	0.999928	0.000152			0.479	0.999928		
2460515.300	0.480	1.000371	0.000351			0.48	1.000371		
2460515.310	0.481	1.000194	0.000086			0.481	1.000194		
2460515.320	0.482	1.000050	0.000262			0.482	1.000050		
2460515.330	0.483	1.000183	0.000467			0.483	1.000183		
2460515.340	0.484	1.000121	0.000470			0.484	1.000121		
2460515.350	0.485	1.000024	0.000197			0.485	1.000024		
2460515.360	0.486	1.000109	0.000252			0.486	1.000109		
2460515.370	0.487	1.000091	0.000001			0.487	1.000091		
2460515.380	0.488	1.000053	0.000306			0.488	1.000053		
2460515.390	0.489	1.000263	0.000213			0.489	1.000263		
2460515.400	0.490	1.000150	0.000262			0.49	1.000150		
2460515.410	0.491	0.999869	0.000228			0.491	0.999869		
2460515.420	0.492	1.000398	0.000452			0.492	1.000398		
2460515.430	0.493	1.000327	0.000139			0.493	1.000327		
2460515.440	0.494	1.000422	0.000357			0.494	1.000422		
2460515.450	0.495	1.000119	0.000227			0.495	1.000119		
2460515.460	0.496	1.000209	0.000022			0.496	1.000209		
2460515.470	0.497	1.000155	0.000307			0.497	1.000155		
2460515.480	0.498	0.999934	0.000329			0.498	0.999934		
2460515.490	0.499	1.000158	0.000250			0.499	1.000158		
2460515.500	0.500	1.000211	0.000474			0.5	1.000211		
2460515.510	0.501	0.999954	0.000315			0.501	0.999954		
2460515.520	0.502	1.000216	0.000343			0.502	1.000216		
2460515.530	0.503	1.000032	0.000191			0.503	1.000032		
2460515.540	0.504	1.000224	0.000140			0.504	1.000224		
2460515.550	0.505	1.000111	0.000225			0.505	1.000111		
2460515.560	0.506	1.000264	0.000147			0.506	1.000264		
2460515.570	0.507	1.000283	0.000166			0.507	1.000283		
2460515.580	0.508	1.000061	0.000402			0.508	1.000061		
2460515.590	0.509	0.999876	0.000242			0.509	0.999876		
2460515.600	0.510	0.999878	0.000122			0.51	0.999878		
2460515.610	0.511	1.000323	0.000496			0.511	1.000323		
2460515.620	0.512	1.000134	0.000436			0.512	1.000134		
2460515.630	0.513	1.000378	0.000298			0.513	1.000378		
2460515.640	0.514	1.000060	0.000159			0.514	1.000060		
2460515.650	0.515	1.000144	0.000065			0.515	1.000144		
2460515.660	0.516	1.000191	0.000081			0.516	1.000191		
2460515.670	0.517	1.000351	0.000272			0.517	1.000351		
2460515.680	0.518	1.000064	0.000348			0.518	1.000064		
2460515.690	0.519	1.000419	0.000113			0.519	1.000419		
2460515.700	0.520	1.000358	0.000040			0.52	1.000358		
2460515.710	0.521	1.000371	0.000194			0.521	1.000371		
2460515.720	0.522	0.999932	0.000252			0.522	0.999932		
2460515.730	0.523	0.999965	0.000442			0.523	0.999965		
2460515.740	0.524	1.000065	0.000492			0.524	1.000065		
2460515.750	0.525	1.000266	0.000138			0.525	1.000266		
2460515.760	0.526	1.000495	0.000042			0.526	1.000495		
2460515.770	0.527	1.000007	0.000397			0.527	1.000007		
2460515.780	0.528	1.000290	0.000472			0.528	1.000290		
2460515.790	0.529	1.000134	0.000451			0.529	1.000134		
2460515.800	0.530	0.999929	0.000149			0.53	0.999929		
2460515.810	0.531	1.000341	0.000279			0.531	1.000341		
2460515.820	0.532	1.000201	0.000074			0.532	1.000201		
2460515.830	0.533	1.000018	0.000229			0.533	1.000018		
2460515.840	0.534	1.000212	0.000360			0.534	1.000212		
2460515.850	0.535	1.000273	0.000259			0.535	1.000273		
2460515.860	0.536	1.000085	0.000405			0.536	1.000085		
2460515.870	0.537	1.000274	0.000314			0.537	1.000274		
2460515.880	0.538	1.000441	0.000191			0.538	1.000441		
2460515.890	0.539	0.999996	0.000046			0.539	0.999996		
2460515.900	0.540	0.999897	0.000187			0.54	0.999897		
2460515.910	0.541	0.999991	0.000270			0.541	0.999991		
2460515.920	0.542	1.000250	0.000207			0.542	1.000250		
2460515.930	0.543	1.000101	0.000436			0.543	1.000101		
2460515.940	0.544	1.000074	0.000457			0.544	1.000074		
2460515.950	0.545	1.000105	0.000051			0.545	1.000105		
2460515.960	0.546	1.000268	0.000161			0.546	1.000268		
2460515.970	0.547	0.999865	0.000242			0.547	0.999865		
2460515.980	0.548	0.999983	0.000229			0.548	0.999983		
2460515.990	0.549	1.000293	0.000402			0.549	1.000293		
2460516.000	0.550	1.000085	0.000247			0.55	1.000085		
2460516.010	0.551	1.000420	0.000476			0.551	1.000420		
2460516.020	0.552	1.000141	0.000069			0.552	1.000141		
2460516.030	0.553	1.000244	0.000353			0.553	1.000244		
2460516.040	0.554	1.000290	0.000434			0.554	1.000290		
2460516.050	0.555	1.000336	0.000198			0.555	1.000336		
2460516.060	0.556	1.000088	0.000148			0.556	1.000088		
2460516.070	0.557	1.000456	0.000478			0.557	1.000456		
2460516.080	0.558	1.000279	0.000074			0.558	1.000279		
2460516.090	0.559	0.999855	0.000257			0.559	0.999855		
2460516.100	0.560	1.000341	0.000203			0.56	1.000341		
2460516.110	0.561	1.000309	0.000207			0.561	1.000309		
2460516.120	0.562	1.000229	0.000468			0.562	1.000229		
2460516.130	0.563	1.000485	0.000392			0.563	1.000485		
2460516.140	0.564	1.000134	0.000248			0.564	1.000134		
2460516.150	0.565	1.000248	0.000123			0.565	1.000248		
2460516.160	0.566	1.000237	0.000496			0.566	1.000237		
2460516.170	0.567	0.999908	0.000088			0.567	0.999908		
2460516.180	0.568	1.000040	0.000198			0.568	1.000040		
2460516.190	0.569	1.000426	0.000012			0.569	1.000426		
2460516.200	0.570	0.999956	0.000489			0.57	0.999956		
2460516.210	0.571	1.000298	0.000005			0.571	1.000298		
2460516.220	0.572	1.000285	0.000403			0.572	1.000285		
2460516.230	0.573	1.000382	0.000475			0.573	1.000382		
2460516.240	0.574	1.000494	0.000044			0.574	1.000494		
2460516.250	0.575	1.000476	0.000290			0.575	1.000476		
2460516.260	0.576	1.000335	0.000310			0.576	1.000335		
2460516.270	0.577	1.000281	0.000263			0.577	1.000281		
2460516.280	0.578	1.000245	0.000124			0.578	1.000245		
2460516.290	0.579	1.000286	0.000374			0.579	1.000286		
2460516.300	0.580	1.000050	0.000162			0.58	1.000050		
2460516.310	0.581	1.000297	0.000114			0.581	1.000297		
2460516.320	0.582	1.000262	0.000084			0.582	1.000262		
2460516.330	0.583	1.000281	0.000488			0.583	1.000281		
2460516.340	0.584	0.999902	0.000013			0.584	0.999902		
2460516.350	0.585	1.000090	0.000068			0.585	1.000090		
2460516.360	0.586	1.000171	0.000431			0.586	1.000171		
2460516.370	0.587	1.000070	0.000264			0.587	1.000070		
2460516.380	0.588	1.000335	0.000374			0.588	1.000335		
2460516.390	0.589	0.999992	0.000013			0.589	0.999992		
2460516.400	0.590	1.000147	0.000202			0.59	1.000147		
2460516.410	0.591	0.999961	0.000195			0.591	0.999961		
2460516.420	0.592	1.000117	0.000363			0.592	1.000117		
2460516.430	0.593	1.000176	0.000375			0.593	1.000176		
2460516.440	0.594	1.000485	0.000213			0.594	1.000485		
2460516.450	0.595	1.000279	0.000101			0.595	1.000279		
2460516.460	0.596	1.000159	0.000153			0.596	1.000159		
2460516.470	0.597	0.999909	0.000399			0.597	0.999909		
2460516.480	0.598	1.000109	0.000124			0.598	1.000109		
2460516.490	0.599	1.000107	0.000438			0.599	1.000107		
2460516.500	0.600	1.000383	0.000495			0.6	1.000383		
2460516.510	0.601	1.000057	0.000260			0.601	1.000057		
2460516.520	0.602	1.000106	0.000372			0.602	1.000106		
2460516.530	0.603	0.999977	0.000194			0.603	0.999977		
2460516.540	0.604	0.999947	0.000283			0.604	0.999947		
2460516.550	0.605	1.000468	0.000249			0.605	1.000468		
2460516.560	0.606	1.000452	0.000248			0.606	1.000452		
2460516.570	0.607	1.000025	0.000364			0.607	1.000025		
2460516.580	0.608	1.000338	0.000051			0.608	1.000338		
2460516.590	0.609	1.000109	0.000412			0.609	1.000109		
2460516.600	0.610	1.000099	0.000320			0.61	1.000099		
2460516.610	0.611	0.999908	0.000043			0.611	0.999908		
2460516.620	0.612	1.000330	0.000119			0.612	1.000330		
2460516.630	0.613	1.000232	0.000348			0.613	1.000232		
2460516.640	0.614	1.000352	0.000352			0.614	1.000352		
2460516.650	0.615	0.999919	0.000299			0.615	0.999919		
2460516.660	0.616	1.000173	0.000155			0.616	1.000173		
2460516.670	0.617	1.000145	0.000159			0.617	1.000145		
2460516.680	0.618	1.000459	0.000456			0.618	1.000459		
2460516.690	0.619	1.000094	0.000345			0.619	1.000094		
2460516.700	0.620	1.000146	0.000209			0.62	1.000146		
2460516.710	0.621	0.999927	0.000185			0.621	0.999927		
2460516.720	0.622	0.999875	0.000264			0.622	0.999875		
2460516.730	0.623	1.000397	0.000269			0.623	1.000397		
2460516.740	0.624	1.000247	0.000122			0.624	1.000247		
2460516.750	0.625	1.000210	0.000448			0.625	1.000210		
2460516.760	0.626	1.000270	0.000362			0.626	1.000270		
2460516.770	0.627	1.000030	0.000005			0.627	1.000030		
2460516.780	0.628	0.999853	0.000475			0.628	0.999853		
2460516.790	0.629	1.000267	0.000125			0.629	1.000267		
2460516.800	0.630	1.000206	0.000201			0.63	1.000206		
2460516.810	0.631	1.000333	0.000450			0.631	1.000333		
2460516.820	0.632	1.000308	0.000355			0.632	1.000308		
2460516.830	0.633	0.999990	0.000123			0.633	0.999990		
2460516.840	0.634	0.999999	0.000425			0.634	0.999999		
2460516.850	0.635	1.000267	0.000215			0.635	1.000267		
2460516.860	0.636	1.000288	0.000178			0.636	1.000288		
2460516.870	0.637	1.000298	0.000206			0.637	1.000298		
2460516.880	0.638	1.000019	0.000364			0.638	1.000019		
2460516.890	0.639	1.000268	0.000365			0.639	1.000268		
2460516.900	0.640	0.999980	0.000354			0.64	0.999980		
2460516.910	0.641	1.000068	0.000353			0.641	1.000068		
2460516.920	0.642	1.000251	0.000017			0.642	1.000251		
2460516.930	0.643	1.000328	0.000226			0.643	1.000328		
2460516.940	0.644	1.000381	0.000144			0.644	1.000381		
2460516.950	0.645	1.000237	0.000253			0.645	1.000237		
2460516.960	0.646	1.000363	0.000289			0.646	1.000363		
2460516.970	0.647	0.999818	0.000493			0.647	0.999818		
2460516.980	0.648	1.000156	0.000386			0.648	1.000156		
2460516.990	0.649	1.000261	0.000240			0.649	1.000261		
2460517.000	0.650	1.000246	0.000369			0.65	1.000246		
2460517.010	0.651	1.000264	0.000304			0.651	1.000264		
2460517.020	0.652	1.000236	0.000181			0.652	1.000236		
2460517.030	0.653	1.000144	0.000281			0.653	1.000144		
2460517.040	0.654	1.000006	0.000017			0.654	1.000006		
2460517.050	0.655	1.000228	0.000151			0.655	1.000228		
2460517.060	0.656	1.000121	0.000399			0.656	1.000121		
2460517.070	0.657	1.000186	0.000134			0.657	1.000186		
2460517.080	0.658	0.999957	0.000332			0.658	0.999957		
2460517.090	0.659	1.000167	0.000205			0.659	1.000167		
2460517.100	0.660	1.000111	0.000403			0.66	1.000111		
2460517.110	0.661	0.999902	0.000032			0.661	0.999902		
2460517.120	0.662	1.000329	0.000209			0.662	1.000329		
2460517.130	0.663	1.000311	0.000197			0.663	1.000311		
2460517.140	0.664	1.000396	0.000431			0.664	1.000396		
2460517.150	0.665	0.999963	0.000453			0.665	0.999963		
2460517.160	0.666	1.000254	0.000383			0.666	1.000254		
2460517.170	0.667	1.000049	0.000368			0.667	1.000049		
2460517.180	0.668	1.000081	0.000158			0.668	1.000081		
2460517.190	0.669	1.000043	0.000493			0.669	1.000043		
2460517.200	0.670	1.000298	0.000148			0.67	1.000298		
2460517.210	0.671	1.000106	0.000221			0.671	1.000106		
2460517.220	0.672	0.999978	0.000414			0.672	0.999978		
2460517.230	0.673	0.999913	0.000210			0.673	0.999913		
2460517.240	0.674	1.000368	0.000036			0.674	1.000368		
2460517.250	0.675	1.000398	0.000177			0.675	1.000398		
2460517.260	0.676	1.000132	0.000359			0.676	1.000132		
2460517.270	0.677	1.000110	0.000332			0.677	1.000110		
2460517.280	0.678	1.000184	0.000211			0.678	1.000184		
2460517.290	0.679	1.000217	0.000092			0.679	1.000217		
2460517.300	0.680	1.000168	0.000374			0.68	1.000168		
2460517.310	0.681	1.000294	0.000455			0.681	1.000294		
2460517.320	0.682	1.000453	0.000036			0.682	1.000453		
2460517.330	0.683	1.000274	0.000493			0.683	1.000274		
2460517.340	0.684	1.000291	0.000255			0.684	1.000291		
2460517.350	0.685	1.000161	0.000185			0.685	1.000161		
2460517.360	0.686	1.000079	0.000493			0.686	1.000079		
2460517.370	0.687	1.000429	0.000106			0.687	1.000429		
2460517.380	0.688	1.000011	0.000377			0.688	1.000011		
2460517.390	0.689	1.000358	0.000140			0.689	1.000358		
2460517.400	0.690	0.999909	0.000258			0.69	0.999909		
2460517.410	0.691	1.000161	0.000159			0.691	1.000161		
2460517.420	0.692	1.000081	0.000478			0.692	1.000081		
2460517.430	0.693	1.000219	0.000386			0.693	1.000219		
2460517.440	0.694	1.000342	0.000488			0.694	1.000342		
2460517.450	0.695	1.000095	0.000086			0.695	1.000095		
2460517.460	0.696	1.000269	0.000349			0.696	1.000269		
2460517.470	0.697	0.999973	0.000114			0.697	0.999973		
2460517.480	0.698	1.000022	0.000442			0.698	1.000022		
2460517.490	0.699	1.000473	0.000093			0.699	1.000473		
2460517.500	0.700	1.000366	0.000072			0.7	1.000366		
2460517.510	0.701	1.000460	0.000008			0.701	1.000460		
2460517.520	0.702	1.000150	0.000073			0.702	1.000150		
2460517.530	0.703	1.000243	0.000307			0.703	1.000243		
2460517.540	0.704	1.000299	0.000316			0.704	1.000299		
2460517.550	0.705	1.000129	0.000232			0.705	1.000129		
2460517.560	0.706	1.000352	0.000329			0.706	1.000352		
2460517.570	0.707	1.000457	0.000125			0.707	1.000457		
2460517.580	0.708	1.000014	0.000293			0.708	1.000014		
2460517.590	0.709	1.000300	0.000235			0.709	1.000300		
2460517.600	0.710	1.000020	0.000162			0.71	1.000020		
2460517.610	0.711	1.000448	0.000206			0.711	1.000448		
2460517.620	0.712	1.000061	0.000074			0.712	1.000061		
2460517.630	0.713	1.000025	0.000008			0.713	1.000025		
2460517.640	0.714	1.000447	0.000149			0.714	1.000447		
2460517.650	0.715	1.000215	0.000367			0.715	1.000215		
2460517.660	0.716	1.000187	0.000468			0.716	1.000187		
2460517.670	0.717	0.999917	0.000498			0.717	0.999917		
2460517.680	0.718	1.000479	0.000066			0.718	1.000479		
2460517.690	0.719	1.000134	0.000467			0.719	1.000134		
2460517.700	0.720	1.000237	0.000065			0.72	1.000237		
2460517.710	0.721	1.000352	0.000135			0.721	1.000352		
2460517.720	0.722	1.000179	0.000377			0.722	1.000179		
2460517.730	0.723	1.000006	0.000427			0.723	1.000006		
2460517.740	0.724	1.000487	0.000055			0.724	1.000487		
2460517.750	0.725	1.000404	0.000308			0.725	1.000404		
2460517.760	0.726	1.000478	0.000492			0.726	1.000478		
2460517.770	0.727	1.000194	0.000039			0.727	1.000194		
2460517.780	0.728	1.000165	0.000271			0.728	1.000165		
2460517.790	0.729	1.000166	0.000017			0.729	1.000166		
2460517.800	0.730	1.000241	0.000115			0.73	1.000241		
2460517.810	0.731	1.000227	0.000093			0.731	1.000227		
2460517.820	0.732	1.000202	0.000378			0.732	1.000202		
2460517.830	0.733	1.000004	0.000398			0.733	1.000004		
2460517.840	0.734	1.000290	0.000110			0.734	1.000290		
2460517.850	0.735	1.000328	0.000391			0.735	1.000328		
2460517.860	0.736	1.000449	0.000328			0.736	1.000449		
2460517.870	0.737	1.000451	0.000259			0.737	1.000451		
2460517.880	0.738	1.000221	0.000092			0.738	1.000221		
2460517.890	0.739	1.000106	0.000065			0.739	1.000106		
2460517.900	0.740	1.000260	0.000174			0.74	1.000260		
2460517.910	0.741	1.000290	0.000113			0.741	1.000290		
2460517.920	0.742	1.000249	0.000103			0.742	1.000249		
2460517.930	0.743	1.000306	0.000455			0.743	1.000306		
2460517.940	0.744	1.000202	0.000266			0.744	1.000202		
2460517.950	0.745	1.000469	0.000029			0.745	1.000469		
2460517.960	0.746	1.000267	0.000144			0.746	1.000267		
2460517.970	0.747	0.999995	0.000335			0.747	0.999995		
2460517.980	0.748	1.000331	0.000015			0.748	1.000331		
2460517.990	0.749	1.000000	0.000112			0.749	1.000000		
2460518.000	0.750	1.000157	0.000327			0.75	1.000157		
2460518.010	0.751	1.000167	0.000216			0.751	1.000167		
2460518.020	0.752	0.999981	0.000434			0.752	0.999981		
2460518.030	0.753	1.000086	0.000487			0.753	1.000086		
2460518.040	0.754	0.999977	0.000190			0.754	0.999977		
2460518.050	0.755	1.000250	0.000449			0.755	1.000250		
2460518.060	0.756	1.000096	0.000104			0.756	1.000096		
2460518.070	0.757	1.000458	0.000124			0.757	1.000458		
2460518.080	0.758	1.000112	0.000108			0.758	1.000112		
2460518.090	0.759	1.000200	0.000143			0.759	1.000200		
2460518.100	0.760	0.999922	0.000042			0.76	0.999922		
2460518.110	0.761	1.000006	0.000151			0.761	1.000006		
2460518.120	0.762	1.000369	0.000145			0.762	1.000369		
2460518.130	0.763	1.000440	0.000470			0.763	1.000440		
2460518.140	0.764	1.000300	0.000019			0.764	1.000300		
2460518.150	0.765	0.999930	0.000103			0.765	0.999930		
2460518.160	0.766	1.000087	0.000291			0.766	1.000087		
2460518.170	0.767	1.000129	0.000293			0.767	1.000129		
2460518.180	0.768	1.000249	0.000156			0.768	1.000249		
2460518.190	0.769	1.000161	0.000339			0.769	1.000161		
2460518.200	0.770	1.000375	0.000111			0.77	1.000375		
2460518.210	0.771	1.000137	0.000451			0.771	1.000137		
2460518.220	0.772	0.999990	0.000375			0.772	0.999990		
2460518.230	0.773	1.000188	0.000499			0.773	1.000188		
2460518.240	0.774	1.000173	0.000381			0.774	1.000173		
2460518.250	0.775	1.000462	0.000182			0.775	1.000462		
2460518.260	0.776	1.000129	0.000385			0.776	1.000129		
2460518.270	0.777	1.000177	0.000472			0.777	1.000177		
2460518.280	0.778	1.000013	0.000020			0.778	1.000013		
2460518.290	0.779	1.000344	0.000431			0.779	1.000344		
2460518.300	0.780	1.000188	0.000288			0.78	1.000188		
2460518.310	0.781	1.000286	0.000088			0.781	1.000286		
2460518.320	0.782	1.000269	0.000128			0.782	1.000269		
2460518.330	0.783	1.000289	0.000010			0.783	1.000289		
2460518.340	0.784	0.999971	0.000025			0.784	0.999971		
2460518.350	0.785	1.000302	0.000124			0.785	1.000302		
2460518.360	0.786	1.000246	0.000021			0.786	1.000246		
2460518.370	0.787	1.000223	0.000095			0.787	1.000223		
2460518.380	0.788	1.000397	0.000067			0.788	1.000397		
2460518.390	0.789	1.000421	0.000326			0.789	1.000421		
2460518.400	0.790	1.000229	0.000428			0.79	1.000229		
2460518.410	0.791	1.000118	0.000073			0.791	1.000118		
2460518.420	0.792	1.000134	0.000427			0.792	1.000134		
2460518.430	0.793	1.000336	0.000102			0.793	1.000336		
2460518.440	0.794	1.000195	0.000313			0.794	1.000195		
2460518.450	0.795	1.000358	0.000315			0.795	1.000358		
2460518.460	0.796	1.000308	0.000337			0.796	1.000308		
2460518.470	0.797	1.000204	0.000387			0.797	1.000204		
2460518.480	0.798	1.000223	0.000008			0.798	1.000223		
2460518.490	0.799	1.000371	0.000422			0.799	1.000371		
2460518.500	0.800	1.000201	0.000468			0.8	1.000201		
2460518.510	0.801	1.000197	0.000053			0.801	1.000197		
2460518.520	0.802	1.000248	0.000006			0.802	1.000248		
2460518.530	0.803	0.999952	0.000026			0.803	0.999952		
2460518.540	0.804	1.000271	0.000365			0.804	1.000271		
